::1 - - [28/Sep/2021:16:00:01 +0000] "GET /birthday/remind HTTP/1.1" 200 208 "-" "curl/7.29.0"
::ffff:47.241.246.181 - - [28/Sep/2021:16:17:07 +0000] "GET http://www.baidu.com/ HTTP/1.1" 404 1022 "-" "curl/7.58.0"
::ffff:27.224.137.242 - - [28/Sep/2021:21:20:19 +0000] "HEAD http://110.242.68.4/ HTTP/1.1" 404 1022 "-" "Mozilla/5.01712517 Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
::ffff:213.202.230.103 - - [28/Sep/2021:21:59:23 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:125.64.94.136 - - [29/Sep/2021:06:55:14 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:125.64.94.136 - - [29/Sep/2021:08:32:54 +0000] "GET / HTTP/1.0" 404 1022 "-" "-"
::ffff:125.64.94.136 - - [29/Sep/2021:08:32:54 +0000] "GET /favicon.ico HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:125.64.94.136 - - [29/Sep/2021:08:32:55 +0000] "GET /robots.txt HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:125.64.94.136 - - [29/Sep/2021:08:32:56 +0000] "GET /.well-known/security.txt HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:125.64.94.138 - - [29/Sep/2021:09:39:10 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:183.136.225.14 - - [29/Sep/2021:10:07:52 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
::ffff:183.136.225.14 - - [29/Sep/2021:10:07:53 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
::ffff:183.136.225.14 - - [29/Sep/2021:10:07:53 +0000] "GET /favicon.ico HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
::ffff:183.136.225.14 - - [29/Sep/2021:10:07:53 +0000] "GET /robots.txt HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
::ffff:92.118.160.57 - - [29/Sep/2021:10:32:16 +0000] "GET / HTTP/1.0" 404 1022 "-" "NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com"
::ffff:167.99.110.3 - - [29/Sep/2021:12:45:08 +0000] "GET / HTTP/1.0" 404 1022 "-" "-"
::ffff:185.173.35.1 - - [29/Sep/2021:12:46:39 +0000] "GET / HTTP/1.1" 404 1022 "-" "NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com"
::ffff:125.64.94.138 - - [29/Sep/2021:13:34:28 +0000] "GET / HTTP/1.1" 404 1022 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4 240.111 Safari/537.36"
::ffff:47.241.246.181 - - [29/Sep/2021:13:35:26 +0000] "GET http://www.baidu.com/ HTTP/1.1" 404 1022 "-" "curl/7.58.0"
